key	english	file	line
LA.settings.tah.keyboardNavResetDelay.hint	LA.settings.tah.keyboardNavResetDelay.hint	scripts/tah/index.js	203
LA.settings.tah.preventWasdMovement.name	LA.settings.tah.preventWasdMovement.name	scripts/tah/index.js	211
LA.settings.tah.preventWasdMovement.hint	LA.settings.tah.preventWasdMovement.hint	scripts/tah/index.js	212
LA.settings.tah.maxColumnItems.name	LA.settings.tah.maxColumnItems.name	scripts/tah/index.js	219
LA.settings.tah.maxColumnItems.hint	LA.settings.tah.maxColumnItems.hint	scripts/tah/index.js	220
LA.settings.tah.wheelRadiusOffset.name	LA.settings.tah.wheelRadiusOffset.name	scripts/tah/index.js	228
LA.settings.tah.wheelRadiusOffset.hint	LA.settings.tah.wheelRadiusOffset.hint	scripts/tah/index.js	229
LA.settings.tah.rangePreview.name	LA.settings.tah.rangePreview.name	scripts/tah/index.js	237
LA.settings.tah.rangePreview.hint	LA.settings.tah.rangePreview.hint	scripts/tah/index.js	238
LA.settings.tah.uiScale.name	LA.settings.tah.uiScale.name	scripts/tah/index.js	245
LA.settings.tah.uiScale.hint	LA.settings.tah.uiScale.hint	scripts/tah/index.js	246
LA.settings.tah.showAidHandleInteractSqueeze.name	LA.settings.tah.showAidHandleInteractSqueeze.name	scripts/tah/index.js	261
LA.settings.tah.showAidHandleInteractSqueeze.hint	LA.settings.tah.showAidHandleInteractSqueeze.hint	scripts/tah/index.js	262
LA.settings.tah.rangePreviewOnAttackCard.name	LA.settings.tah.rangePreviewOnAttackCard.name	scripts/tah/index.js	269
LA.settings.tah.rangePreviewOnAttackCard.hint	LA.settings.tah.rangePreviewOnAttackCard.hint	scripts/tah/index.js	270
LA.settings.tah.uiSoundVolume.name	LA.settings.tah.uiSoundVolume.name	scripts/tah/index.js	277
LA.settings.tah.uiSoundVolume.hint	LA.settings.tah.uiSoundVolume.hint	scripts/tah/index.js	278
LA.settings.tah.tokenFeedbackVolume.name	LA.settings.tah.tokenFeedbackVolume.name	scripts/tah/index.js	286
LA.settings.tah.tokenFeedbackVolume.hint	LA.settings.tah.tokenFeedbackVolume.hint	scripts/tah/index.js	287
LA.settings.tah.damageSoundVolume.name	LA.settings.tah.damageSoundVolume.name	scripts/tah/index.js	295
LA.settings.tah.damageSoundVolume.hint	LA.settings.tah.damageSoundVolume.hint	scripts/tah/index.js	296
LA.settings.tah.actionFxVolume.name	LA.settings.tah.actionFxVolume.name	scripts/tah/index.js	304
LA.settings.tah.actionFxVolume.hint	LA.settings.tah.actionFxVolume.hint	scripts/tah/index.js	305
LA.settings.tah.battleLogVolume.name	LA.settings.tah.battleLogVolume.name	scripts/tah/index.js	319
LA.settings.tah.battleLogVolume.hint	LA.settings.tah.battleLogVolume.hint	scripts/tah/index.js	320
LA.settings.tah.battleLog.themeStart.choices.intro	LA.settings.tah.battleLog.themeStart.choices.intro	scripts/tah/index.js	352
LA.settings.tah.battleLog.themeStart.choices.result	LA.settings.tah.battleLog.themeStart.choices.result	scripts/tah/index.js	352
LA.keybindings.statusWheel.name	LA.keybindings.statusWheel.name	scripts/tah/status-wheel.js	408
LA.keybindings.statusWheel.hint	LA.keybindings.statusWheel.hint	scripts/tah/status-wheel.js	409
LA.settings.statBarEffectIconScale.name	LA.settings.statBarEffectIconScale.name	scripts/tah/tokenStatBar.js	3311
LA.settings.statBarEffectIconScale.hint	LA.settings.statBarEffectIconScale.hint	scripts/tah/tokenStatBar.js	3312
LA.settings.settingsCacheAllModules.name	LA.settings.settingsCacheAllModules.name	scripts/tools/settings-utils.js	19
LA.settings.settingsCacheAllModules.hint	LA.settings.settingsCacheAllModules.hint	scripts/tools/settings-utils.js	20
LA.settings.blindedSetsVision.name	LA.settings.blindedSetsVision.name	scripts/vision/blindedVision.js	110
LA.settings.blindedSetsVision.hint	LA.settings.blindedSetsVision.hint	scripts/vision/blindedVision.js	111
LA.settings.dragSuppressOriginSources.name	LA.settings.dragSuppressOriginSources.name	scripts/vision/dragOriginSources.js	42
LA.settings.dragSuppressOriginSources.hint	LA.settings.dragSuppressOriginSources.hint	scripts/vision/dragOriginSources.js	43
LA.settings.lancerSilhFilterTest.name	LA.settings.lancerSilhFilterTest.name	scripts/vision/lancerDetectionModes.js	1642
LA.settings.lancerVisionAutoAdd.name	LA.settings.lancerVisionAutoAdd.name	scripts/vision/lancerDetectionModes.js	1654
LA.settings.lancerVisionAutoAdd.hint	LA.settings.lancerVisionAutoAdd.hint	scripts/vision/lancerDetectionModes.js	1655
LA.settings.lancerSensorCombatOnly.name	LA.settings.lancerSensorCombatOnly.name	scripts/vision/lancerDetectionModes.js	1662
LA.settings.lancerSensorCombatOnly.hint	LA.settings.lancerSensorCombatOnly.hint	scripts/vision/lancerDetectionModes.js	1663
LA.settings.lancerAwarenessCombatOnly.name	LA.settings.lancerAwarenessCombatOnly.name	scripts/vision/lancerDetectionModes.js	1671
LA.settings.lancerAwarenessCombatOnly.hint	LA.settings.lancerAwarenessCombatOnly.hint	scripts/vision/lancerDetectionModes.js	1672
LA.settings.lancerSensorUseModeRange.name	LA.settings.lancerSensorUseModeRange.name	scripts/vision/lancerDetectionModes.js	1680
LA.settings.lancerSensorUseModeRange.hint	LA.settings.lancerSensorUseModeRange.hint	scripts/vision/lancerDetectionModes.js	1681
LA.settings.lancerAwarenessUseModeRange.name	LA.settings.lancerAwarenessUseModeRange.name	scripts/vision/lancerDetectionModes.js	1689
LA.settings.lancerAwarenessUseModeRange.hint	LA.settings.lancerAwarenessUseModeRange.hint	scripts/vision/lancerDetectionModes.js	1690
LA.settings.lancerLos.name	LA.settings.lancerLos.name	scripts/vision/lancerDetectionModes.js	1698
LA.settings.lancerLos.hint	LA.settings.lancerLos.hint	scripts/vision/lancerDetectionModes.js	1699
LA.settings.lancerLosHeightRule.name	LA.settings.lancerLosHeightRule.name	scripts/vision/lancerDetectionModes.js	1707
LA.settings.lancerLosHeightRule.hint	LA.settings.lancerLosHeightRule.hint	scripts/vision/lancerDetectionModes.js	1708
LA.settings.lancerLosHeightRule.choices.discrete	LA.settings.lancerLosHeightRule.choices.discrete	scripts/vision/lancerDetectionModes.js	1706
LA.settings.lancerLosHeightRule.choices.trig	LA.settings.lancerLosHeightRule.choices.trig	scripts/vision/lancerDetectionModes.js	1706
LA.settings.lancerLosDebug.name	LA.settings.lancerLosDebug.name	scripts/vision/lancerDetectionModes.js	1720
LA.settings.lancerLosDebug.hint	LA.settings.lancerLosDebug.hint	scripts/vision/lancerDetectionModes.js	1721
LA.settings.basicSightTo999.name	LA.settings.basicSightTo999.name	scripts/vision/lancerDetectionModes.js	1729
LA.settings.basicSightTo999.hint	LA.settings.basicSightTo999.hint	scripts/vision/lancerDetectionModes.js	1730
LA.settings.dragVisionMode.name	LA.settings.dragVisionMode.name	scripts/vision/lancerDetectionModes.js	1737
LA.settings.dragVisionMode.hint	LA.settings.dragVisionMode.hint	scripts/vision/lancerDetectionModes.js	1738
LA.settings.dragVisionMode.choices.ratio	LA.settings.dragVisionMode.choices.ratio	scripts/vision/lancerDetectionModes.js	1736
LA.settings.dragVisionMode.choices.flat	LA.settings.dragVisionMode.choices.flat	scripts/vision/lancerDetectionModes.js	1736
LA.settings.lancerLosFlagOnly.name	LA.settings.lancerLosFlagOnly.name	scripts/vision/laWallLos.js	160
LA.settings.lancerLosFlagOnly.hint	LA.settings.lancerLosFlagOnly.hint	scripts/vision/laWallLos.js	161
LA.settings.lancerLosAttackHover.name	LA.settings.lancerLosAttackHover.name	scripts/vision/sightlines.js	682
LA.settings.lancerLosAttackHover.hint	LA.settings.lancerLosAttackHover.hint	scripts/vision/sightlines.js	683
LA.settings.bulwarkBlocksLineOfSight.name	LA.settings.bulwarkBlocksLineOfSight.name	scripts/vision/tokenBlocksVision.js	228
LA.settings.bulwarkBlocksLineOfSight.hint	LA.settings.bulwarkBlocksLineOfSight.hint	scripts/vision/tokenBlocksVision.js	229
LA.settings.disableVisionAboveControlled.name	LA.settings.disableVisionAboveControlled.name	scripts/vision/vision-disable-on-select.js	34
LA.settings.disableVisionAboveControlled.hint	LA.settings.disableVisionAboveControlled.hint	scripts/vision/vision-disable-on-select.js	35
LA.settings.visionFromEdgeEnabled.name	LA.settings.visionFromEdgeEnabled.name	scripts/vision/visionFromEdge.js	621
LA.settings.visionFromEdgeEnabled.hint	LA.settings.visionFromEdgeEnabled.hint	scripts/vision/visionFromEdge.js	622
LA.settings.visionFromEdgeDebug.name	LA.settings.visionFromEdgeDebug.name	scripts/vision/visionFromEdge.js	631
LA.settings.visionFromEdgeDebug.hint	LA.settings.visionFromEdgeDebug.hint	scripts/vision/visionFromEdge.js	632
LA.settings.visionFromEdgeSampleOffset.name	LA.settings.visionFromEdgeSampleOffset.name	scripts/vision/visionFromEdge.js	648
LA.settings.visionFromEdgeSampleOffset.hint	LA.settings.visionFromEdgeSampleOffset.hint	scripts/vision/visionFromEdge.js	649
LA.settings.visionFromEdgeSampleMode.name	LA.settings.visionFromEdgeSampleMode.name	scripts/vision/visionFromEdge.js	659
LA.settings.visionFromEdgeSampleMode.hint	LA.settings.visionFromEdgeSampleMode.hint	scripts/vision/visionFromEdge.js	660
LA.settings.visionFromEdgeSampleMode.choices.corners4	LA.settings.visionFromEdgeSampleMode.choices.corners4	scripts/vision/visionFromEdge.js	658
LA.settings.visionFromEdgeSampleMode.choices.perimeter8	LA.settings.visionFromEdgeSampleMode.choices.perimeter8	scripts/vision/visionFromEdge.js	658
LA.settings.visionFromEdgeSampleMode.choices.perimeter16	LA.settings.visionFromEdgeSampleMode.choices.perimeter16	scripts/vision/visionFromEdge.js	658
LA.settings.visionFromEdgeSampleMode.choices.silhouette	LA.settings.visionFromEdgeSampleMode.choices.silhouette	scripts/vision/visionFromEdge.js	658
LA.settings.visionFromEdgeSampleMode.choices.silhouette2	LA.settings.visionFromEdgeSampleMode.choices.silhouette2	scripts/vision/visionFromEdge.js	658
LA.settings.visionFromEdgeSampleMode.choices.adaptive	LA.settings.visionFromEdgeSampleMode.choices.adaptive	scripts/vision/visionFromEdge.js	658
